#KEY	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
Geneid	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
gene:ECOLIN_22975	12	18	16	12	11	15	8	13
gene:ECOLIN_22980	9	14	17	16	25	25	13	8
gene:ECOLIN_22985	22	5	13	10	11	4	9	10
gene:ECOLIN_22990	21	16	0	8	8	7	8	2
gene:ECOLIN_22995	21	18	8	9	9	13	5	22
gene:ECOLIN_23000	11	10	7	10	11	3	1	3
gene:ECOLIN_23005	2	7	11	3	1	0	1	1
gene:ECOLIN_23010	7	4	9	8	6	2	2	8
gene:ECOLIN_23015	9	3	11	4	14	4	7	2
gene:ECOLIN_23020	18	12	19	17	13	8	9	5
gene:ECOLIN_23025	20	7	29	26	17	25	17	6
gene:ECOLIN_23030	97	79	129	108	144	148	195	234
gene:ECOLIN_23035	681	530	92	98	312	313	86	65
gene:ECOLIN_23040	2762	2508	124	119	1287	1409	72	76
gene:ECOLIN_23045	1441	1479	149	114	770	686	78	70
gene:ECOLIN_23050	6825	4413	2576	2262	2256	2706	2399	2250
gene:ECOLIN_23060	670	546	210	151	416	422	233	197
gene:ECOLIN_23065	457	363	191	169	270	273	200	175
gene:ECOLIN_23070	696	480	156	172	359	299	152	107
gene:ECOLIN_23075	52	55	258	270	82	54	384	321
gene:ECOLIN_23080	16	29	395	400	35	50	302	356
gene:ECOLIN_23085	126	85	418	414	92	98	678	675
gene:ECOLIN_23090	94	96	198	244	134	126	198	131
gene:ECOLIN_23100	122	153	259	229	139	125	268	229
gene:ECOLIN_23110	344	384	66	58	756	910	62	42
gene:ECOLIN_23115	178	340	49	35	662	891	28	23
gene:ECOLIN_23120	355	306	197	219	266	282	138	164
gene:ECOLIN_23125	901	881	541	496	791	803	362	300
gene:ECOLIN_23130	33	27	333	262	21	49	250	282
gene:ECOLIN_23135	85	91	378	390	61	116	425	380
gene:ECOLIN_23140	22	37	83	100	7	31	45	56
gene:ECOLIN_23150	690	832	1292	1206	828	920	1086	956
gene:ECOLIN_23155	77	72	230	121	80	92	117	66
gene:ECOLIN_23160	153	126	250	239	109	134	119	111
gene:ECOLIN_23165	20	30	44	34	15	23	31	16
gene:ECOLIN_23170	292	378	1363	1080	414	392	523	401
gene:ECOLIN_23175	5	3	36	51	8	1	31	14
gene:ECOLIN_23185	24	33	73	44	23	31	71	56
gene:ECOLIN_23195	0	0	0	0	0	0	0	0
gene:ECOLIN_23200	0	0	0	0	0	0	0	0
gene:ECOLIN_23205	0	0	0	0	0	0	0	0
gene:ECOLIN_23210	3	12	3	5	4	3	2	4
gene:ECOLIN_23215	0	0	1	0	0	0	1	0
gene:ECOLIN_23225	7	19	16	24	30	8	19	28
gene:ECOLIN_23230	68	65	134	134	87	60	122	116
gene:ECOLIN_23240	0	1	0	0	0	0	1	0
gene:ECOLIN_23245	0	0	0	0	0	0	0	0
gene:ECOLIN_23250	0	1	0	0	0	0	0	0
gene:ECOLIN_23255	0	0	0	0	0	0	0	0
gene:ECOLIN_23265	0	0	0	1	1	0	0	0
gene:ECOLIN_23270	31	14	19	29	41	9	19	32
gene:ECOLIN_23275	660	563	803	634	745	714	767	708
gene:ECOLIN_23280	817	753	168	140	829	775	152	133
gene:ECOLIN_23285	154	247	139	115	268	323	119	132
gene:ECOLIN_23290	3226	3155	1121	1194	2273	2297	1095	944
gene:ECOLIN_23295	1343	1533	1024	1008	2060	2017	898	820
gene:ECOLIN_23300	299	374	6902	6906	278	287	5050	4724
gene:ECOLIN_23305	435	531	991	844	453	475	759	735
gene:ECOLIN_23310	3580	2804	46774	44083	1663	1572	23073	20793
gene:ECOLIN_23315	18070	14493	193499	185156	7676	7554	122413	110201
gene:ECOLIN_23320	1279	1341	313	269	1342	1449	318	340
gene:ECOLIN_23325	549	473	260	259	436	428	219	188
gene:ECOLIN_23330	899	663	218	122	660	660	161	162
gene:ECOLIN_23335	3788	3167	310	315	3289	3240	450	409
gene:ECOLIN_23340	74	53	29	19	61	62	35	23
gene:ECOLIN_23345	283	302	11277	7203	340	482	8369	6687
gene:ECOLIN_23350	153	151	137	122	126	164	139	131
gene:ECOLIN_23355	85	138	480	460	178	146	600	556
gene:ECOLIN_23360	192	242	75	75	177	206	55	43
gene:ECOLIN_23365	7	5	8	14	23	8	9	10
gene:ECOLIN_23370	11	15	17	9	16	20	9	8
gene:ECOLIN_23375	4	1	0	0	0	0	0	1
gene:ECOLIN_23380	4	2	2	2	1	1	1	1
gene:ECOLIN_23385	6	7	6	9	6	14	7	5
gene:ECOLIN_23390	4	6	13	9	3	13	13	4
gene:ECOLIN_23395	9	14	10	19	37	37	16	11
gene:ECOLIN_23400	231	795	380	352	1441	1316	552	518
gene:ECOLIN_23405	439	191	281	237	197	245	195	161
gene:ECOLIN_23410	125	78	116	89	102	115	72	65
gene:ECOLIN_23415	1023	859	139	115	919	856	125	155
gene:ECOLIN_23420	1571	1246	269	258	1254	1337	432	363
gene:ECOLIN_23425	1709	1449	431	393	1596	1315	656	613
gene:ECOLIN_23430	314	392	280	263	451	421	239	241
gene:ECOLIN_23435	589	490	146	119	409	566	114	101
gene:ECOLIN_23440	318	261	55	64	272	332	48	59
gene:ECOLIN_23445	151	103	35	18	210	184	28	24
gene:ECOLIN_23450	377	330	295	334	349	360	530	541
gene:ECOLIN_23455	457	382	427	393	436	486	693	638
gene:ECOLIN_23460	237	216	205	178	247	282	274	247
gene:ECOLIN_23465	1353	1023	860	704	1028	1042	1203	1008
gene:ECOLIN_23470	1884	1591	837	707	1694	1489	1317	1137
gene:ECOLIN_23475	4551	4167	43311	42980	3592	3562	25045	23318
gene:ECOLIN_23480	3272	3351	13743	14447	2687	2895	8288	8386
gene:ECOLIN_23485	6196	5184	13639	12785	4729	4518	9344	8588
gene:ECOLIN_23490	9373	7315	6487	6215	5749	5448	5559	5191
gene:ECOLIN_23495	6112	5186	3716	3229	4023	3566	2619	2515
gene:ECOLIN_23500	201	157	52	50	77	100	50	32
gene:ECOLIN_23505	15179	15486	6110	5465	18397	18577	4989	4660
gene:ECOLIN_23510	270	413	880	726	222	478	599	492
gene:ECOLIN_23515	4761	4655	6061	5660	4331	4463	5763	5100
gene:ECOLIN_23520	1563	1312	1357	1284	1299	1194	1239	1017
gene:ECOLIN_23525	128	112	37	31	58	68	17	18
gene:ECOLIN_23530	220	151	26	37	93	74	25	27
gene:ECOLIN_23535	130	66	72	68	27	60	12	18
gene:ECOLIN_23540	24	23	22	28	14	17	10	12
gene:ECOLIN_23545	93	53	29	34	45	17	5	11
gene:ECOLIN_23550	134	79	65	50	91	87	40	47
gene:ECOLIN_23555	161	168	1909	2078	169	130	3334	3018
gene:ECOLIN_23560	75	43	243	274	50	65	350	294
gene:ECOLIN_23565	64	75	280	273	88	101	251	231
gene:ECOLIN_23570	238	244	211	184	239	255	196	156
gene:ECOLIN_23575	179	191	104	102	143	132	75	86
gene:ECOLIN_23580	85	121	105	73	119	181	104	56
gene:ECOLIN_23585	58	27	55	57	45	66	55	49
gene:ECOLIN_23590	29	32	32	33	21	31	18	15
gene:ECOLIN_23595	12	11	18	27	8	11	18	26
gene:ECOLIN_23600	87	57	48	44	57	49	31	32
gene:ECOLIN_23605	64	76	39	34	54	49	78	43
gene:ECOLIN_23610	91	68	121	74	63	65	124	93
gene:ECOLIN_23615	51	55	456	411	59	66	368	358
gene:ECOLIN_23620	17280	10376	831	733	12071	10492	1480	1448
gene:ECOLIN_23625	7383	4908	309	359	5288	4465	815	725
gene:ECOLIN_23630	4896	3123	330	337	3236	3298	545	532
gene:ECOLIN_23635	10904	7650	1038	883	7599	6891	1318	1267
gene:ECOLIN_23640	114	120	715	729	82	110	369	287
gene:ECOLIN_23645	77	81	331	338	38	64	249	243
gene:ECOLIN_23650	78	65	157	137	16	58	77	55
gene:ECOLIN_23655	31	41	71	89	37	32	32	47
gene:ECOLIN_23660	61	93	204	131	64	80	104	99
gene:ECOLIN_23665	29	65	117	100	33	32	49	20
gene:ECOLIN_23670	5	17	19	13	21	9	14	7
gene:ECOLIN_23675	4	8	9	16	11	9	6	10
gene:ECOLIN_23680	12	15	23	39	16	26	15	12
gene:ECOLIN_23685	290	338	210	218	247	295	154	182
gene:ECOLIN_23690	930	973	798	686	1031	1021	731	507
gene:ECOLIN_23695	1199	1086	95	95	1108	1144	126	75
gene:ECOLIN_23700	2256	1790	925	827	1406	1440	886	746
gene:ECOLIN_23705	50	38	85	70	45	38	49	49
gene:ECOLIN_23710	193	86	108	81	82	102	56	82
gene:ECOLIN_23715	90	116	406	333	112	95	186	191
gene:ECOLIN_23720	130	112	1628	1586	107	120	721	572
gene:ECOLIN_23725	677	732	742	716	682	616	368	359
gene:ECOLIN_23730	394	445	1420	1495	601	546	1642	1459
gene:ECOLIN_23735	116	84	319	250	106	117	240	161
gene:ECOLIN_23740	165	141	974	766	152	197	939	842
gene:ECOLIN_23745	982	763	1095	1019	690	693	625	567
gene:ECOLIN_23750	695	894	559	539	1016	1040	804	679
gene:ECOLIN_23755	1382	1220	902	867	1173	1244	1145	956
gene:ECOLIN_23760	2486	2219	1043	867	1787	1816	932	769
gene:ECOLIN_23765	1748	1724	534	568	1577	1562	844	804
gene:ECOLIN_23770	260	273	290	254	224	204	214	156
gene:ECOLIN_23775	5394	5473	256	269	6727	6307	644	626
gene:ECOLIN_23780	80	65	53	69	62	86	40	58
gene:ECOLIN_23785	38	45	71	34	56	54	51	33
gene:ECOLIN_23790	22	12	25	18	15	21	14	13
gene:ECOLIN_23795	112	95	106	127	75	82	74	74
gene:ECOLIN_23800	2309	2006	1087	996	1776	1698	1037	946
gene:ECOLIN_23805	2545	2006	793	703	2179	2019	923	833
gene:ECOLIN_23810	915	667	1446	1364	785	725	1425	1246
gene:ECOLIN_23815	1161	1284	637	577	1216	1328	728	776
gene:ECOLIN_23820	407	428	390	354	343	417	558	501
gene:ECOLIN_23825	339	460	215	177	400	495	220	179
gene:ECOLIN_23830	2070	3677	764	741	3405	3344	635	561
gene:ECOLIN_23840	66	73	151	141	80	75	145	113
gene:ECOLIN_23845	41	44	99	111	42	40	49	35
gene:ECOLIN_23850	605	610	751	689	695	572	564	462
gene:ECOLIN_23855	325	242	335	205	130	211	194	171
gene:ECOLIN_23860	1875	1822	214	191	1489	1382	500	335
gene:ECOLIN_23865	141	147	63	65	215	261	47	57
gene:ECOLIN_23870	295	218	37	39	539	506	59	39
gene:ECOLIN_23875	1121	1013	372	356	836	958	346	390
gene:ECOLIN_23880	716	661	399	336	659	746	296	299
gene:ECOLIN_23885	36	22	78	27	19	22	23	12
gene:ECOLIN_23890	54	22	38	25	28	34	27	7
gene:ECOLIN_23895	22	32	15	9	51	39	4	12
gene:ECOLIN_23900	188	348	149	177	398	361	80	65
gene:ECOLIN_23905	1904	1466	169	146	2761	2768	141	131
gene:ECOLIN_23910	1409	1252	1462	1325	1206	1345	1332	1189
gene:ECOLIN_23915	416	440	1075	790	462	560	522	424
gene:ECOLIN_23925	9455	7217	5352	4785	6789	6147	4867	4090
gene:ECOLIN_23930	391	294	951	856	365	345	620	476
gene:ECOLIN_23935	3554	2626	1094	1078	2638	2395	1800	1555
gene:ECOLIN_23940	591	425	538	413	275	527	417	367
gene:ECOLIN_23945	1108	851	598	570	864	859	851	737
gene:ECOLIN_23950	171	148	589	591	140	212	606	559
gene:ECOLIN_23955	145	115	165	170	174	167	307	271
gene:ECOLIN_23960	52	30	15	15	48	41	6	3
gene:ECOLIN_23965	152	149	323	288	127	145	338	278
gene:ECOLIN_23970	202	251	814	877	219	245	772	884
gene:ECOLIN_23975	27	38	122	88	41	55	69	65
gene:ECOLIN_23980	48	64	22	27	26	46	1	7
gene:ECOLIN_23985	827	1010	148	110	575	842	107	162
gene:ECOLIN_23990	879	844	1676	1626	502	746	704	623
gene:ECOLIN_23995	43	30	90	54	30	39	36	50
gene:ECOLIN_24000	13	15	18	21	8	13	11	16
gene:ECOLIN_24005	14	13	35	30	9	10	6	22
gene:ECOLIN_24010	81	77	297	261	58	80	117	97
gene:ECOLIN_24015	22	5	30	15	7	6	13	7
gene:ECOLIN_24020	21	14	19	12	19	18	8	15
gene:ECOLIN_24025	61	50	74	110	59	62	97	78
gene:ECOLIN_24035	5	2	28	26	3	3	12	10
gene:ECOLIN_24040	4	3	36	25	2	3	11	16
gene:ECOLIN_24045	1	0	3	0	2	2	2	0
gene:ECOLIN_24050	20	13	70	48	6	8	36	20
gene:ECOLIN_24055	0	0	1	1	0	0	0	0
gene:ECOLIN_24060	2	10	32	37	8	5	18	16
gene:ECOLIN_24065	5	3	47	31	12	10	29	18
gene:ECOLIN_24070	6	3	35	24	6	5	20	11
gene:ECOLIN_24085	301	204	520	467	192	265	621	608
gene:ECOLIN_24090	330	273	308	267	249	257	247	251
gene:ECOLIN_24095	495	538	121	100	451	459	119	96
gene:ECOLIN_24100	74	80	62	51	46	47	37	36
gene:ECOLIN_24105	54	45	36	42	30	21	25	17
gene:ECOLIN_24110	109	153	210	195	116	143	162	167
gene:ECOLIN_24115	213	140	324	338	176	126	320	265
gene:ECOLIN_24120	104	102	151	140	99	118	90	73
gene:ECOLIN_24125	31	55	92	51	72	54	55	38
gene:ECOLIN_24130	55	103	84	52	225	168	47	42
gene:ECOLIN_24135	253	317	163	115	657	541	119	168
gene:ECOLIN_24140	181	134	339	371	217	233	472	410
gene:ECOLIN_24145	94	142	214	202	148	160	132	105
gene:ECOLIN_24150	81	70	126	138	48	92	84	99
gene:ECOLIN_24155	279	276	452	475	209	293	384	332
gene:ECOLIN_24165	299	272	128	107	283	309	99	102
gene:ECOLIN_24170	2501	2483	564	575	1919	2051	676	689
gene:ECOLIN_24175	578	436	72	56	257	397	58	53
gene:ECOLIN_24180	1036	748	145	145	778	709	122	127
gene:ECOLIN_24185	395	397	103	106	279	340	104	100
gene:ECOLIN_24190	87	102	332	331	64	108	278	268
gene:ECOLIN_24195	101	120	201	251	108	79	221	195
gene:ECOLIN_24200	710	720	171	154	785	707	171	188
gene:ECOLIN_24205	166	147	68	47	182	186	76	62
gene:ECOLIN_24210	3143	3314	236	214	2191	2404	383	369
gene:ECOLIN_24215	2494	2148	209	164	923	940	146	124
gene:ECOLIN_24220	276	201	141	128	104	122	105	117
gene:ECOLIN_24230	18	22	26	19	11	16	6	20
gene:ECOLIN_24235	713	408	309	247	483	460	294	250
gene:ECOLIN_24240	422	338	485	460	427	464	330	298
gene:ECOLIN_24245	471	317	368	347	391	344	301	277
gene:ECOLIN_24250	470	328	480	397	388	382	358	270
gene:ECOLIN_24255	33	56	29	19	62	106	23	28
gene:ECOLIN_24260	62	147	41	49	202	221	55	44
gene:ECOLIN_24265	28	18	20	15	7	14	14	3
gene:ECOLIN_24270	489	547	135	116	744	648	206	161
gene:ECOLIN_24275	2955	2887	656	458	3135	3400	723	531
gene:ECOLIN_24280	62	26	87	40	69	67	50	44
gene:ECOLIN_24285	3	2	4	4	10	15	3	5
gene:ECOLIN_24290	5	6	5	3	6	3	3	2
gene:ECOLIN_24295	14	4	51	27	12	15	18	17
gene:ECOLIN_24300	730	543	822	733	663	593	502	432
gene:ECOLIN_24305	349	170	77	69	249	162	80	65
gene:ECOLIN_24310	308	178	131	109	201	215	113	87
gene:ECOLIN_24315	529	324	256	269	480	425	360	283
gene:ECOLIN_24320	2078	1095	167	156	1359	1214	166	192
gene:ECOLIN_24325	599	445	2856	2872	424	477	3583	3265
gene:ECOLIN_24335	184	218	134	93	162	405	207	171
gene:ECOLIN_24340	96	67	63	38	76	229	68	55
gene:ECOLIN_24345	38	24	30	41	33	53	30	22
gene:ECOLIN_24350	38	82	283	296	106	89	298	248
gene:ECOLIN_24360	313	398	765	743	366	461	897	812
gene:ECOLIN_24365	494	488	666	622	501	439	834	801
gene:ECOLIN_24370	1640	1531	3537	3494	1539	1493	5218	4786
gene:ECOLIN_24375	1233	1092	773	769	900	972	1642	1401
gene:ECOLIN_24380	124	152	36	49	69	117	26	28
gene:ECOLIN_24385	283	361	74	70	208	343	63	51
gene:ECOLIN_24390	163	143	157	131	164	206	84	82
gene:ECOLIN_24395	1080	644	67	111	601	551	84	63
gene:ECOLIN_24400	1171	737	121	72	795	704	188	118
gene:ECOLIN_24405	739	734	1184	1179	604	620	1121	1020
gene:ECOLIN_24410	3459	2557	1505	1316	2674	2550	1781	1621
gene:ECOLIN_24415	836	919	666	680	974	952	779	764
gene:ECOLIN_24420	315	337	72	52	325	356	50	73
gene:ECOLIN_24425	196	193	102	120	171	144	90	52
gene:ECOLIN_24430	565	447	402	356	468	520	368	296
gene:ECOLIN_24435	2066	2110	2956	2541	2261	1992	2441	2333
gene:ECOLIN_24440	413	413	646	639	319	355	252	292
gene:ECOLIN_24445	222	189	336	377	238	166	186	150
gene:ECOLIN_24450	319	238	312	278	200	247	220	216
gene:ECOLIN_24455	130	105	110	72	90	200	65	37
gene:ECOLIN_24460	3085	2537	5092	4771	3572	3002	5281	5249
gene:ECOLIN_24465	281	174	119	110	163	190	104	127
gene:ECOLIN_24470	45	32	14	8	35	56	18	5
gene:ECOLIN_24475	0	0	0	0	0	0	0	0
gene:ECOLIN_24480	184	1316	146	295	209	727	104	156
gene:ECOLIN_24485	1	2	5	2	0	2	0	0
gene:ECOLIN_24490	0	1	0	0	0	0	0	0
gene:ECOLIN_24500	6	0	3	3	3	5	3	4
gene:ECOLIN_24505	1	0	0	0	0	0	0	0
gene:ECOLIN_24510	0	0	0	0	0	0	0	0
gene:ECOLIN_24515	0	0	0	1	0	0	0	0
gene:ECOLIN_24520	0	0	0	0	0	0	0	0
gene:ECOLIN_24525	0	0	1	1	0	0	0	0
gene:ECOLIN_24530	6	0	5	8	2	2	0	1
gene:ECOLIN_24535	0	0	1	1	1	0	0	2
gene:ECOLIN_24540	8	1	8	3	2	2	2	0
gene:ECOLIN_24545	0	0	0	0	0	0	0	0
gene:ECOLIN_24550	0	0	0	0	1	0	0	0
gene:ECOLIN_24555	32	23	23	7	24	20	6	2
gene:ECOLIN_24570	209	0	0	0	0	1	0	0
gene:ECOLIN_24575	7	30	4	6	9	12	6	4
gene:ECOLIN_24585	94	25	35	22	24	36	24	8
gene:ECOLIN_24590	1	0	0	0	1	1	0	0
gene:ECOLIN_24595	0	0	0	0	0	0	0	0
gene:ECOLIN_24600	0	0	0	0	1	0	0	0
gene:ECOLIN_24605	22	7	6	1	8	2	5	1
gene:ECOLIN_24610	1474	53553	1277	10530	1575	4152	936	1161
gene:ECOLIN_24615	0	0	0	0	0	2	1	0
gene:ECOLIN_24620	1	0	1	3	0	0	0	1
gene:ECOLIN_24625	0	0	0	1	0	1	1	0
gene:ECOLIN_24630	41	17	1	3	51	31	4	0
gene:ECOLIN_24635	2	1	1	1	2	2	1	2
gene:ECOLIN_24640	2	0	2	0	0	0	2	2
gene:ECOLIN_24650	0	1	0	3	0	0	0	1
gene:ECOLIN_24655	1	17	0	10	0	1	1	5
gene:ECOLIN_24660	0	1	0	0	0	0	0	0
gene:ECOLIN_24665	0	1	0	0	0	1	0	0
gene:ECOLIN_24670	0	0	0	0	0	0	0	1
gene:ECOLIN_24675	32	28	11	1	30	21	14	9
gene:ECOLIN_24685	0	0	4	3	2	0	0	6
gene:ECOLIN_24695	0	0	0	0	0	0	0	0
gene:ECOLIN_24700	4	0	1	0	1	1	1	3
gene:ECOLIN_24705	1	4	1	2	9	1	3	8
gene:ECOLIN_24710	2	4	10	2	5	1	6	4
gene:ECOLIN_24715	0	0	0	0	0	0	0	0
gene:ECOLIN_24720	2	0	0	0	4	6	0	0
gene:ECOLIN_24725	64	54	0	0	124	69	6	4
gene:ECOLIN_24730	1	2	0	0	2	0	2	0
gene:ECOLIN_24735	1	1	0	0	0	0	1	4
gene:ECOLIN_24740	3	0	0	0	6	3	1	3
gene:ECOLIN_24760	0	0	0	1	1	0	0	2
gene:ECOLIN_24765	0	2	1	0	2	2	0	0
gene:ECOLIN_24770	7	16	2	0	7	4	0	0
gene:ECOLIN_24775	23	11	4	2	8	12	0	0
gene:ECOLIN_24780	0	1	0	0	0	0	0	0
gene:ECOLIN_24785	0	3	0	0	4	5	0	0
gene:ECOLIN_24790	0	0	0	2	4	4	0	2
gene:ECOLIN_24795	0	0	0	0	0	0	0	0
gene:ECOLIN_24800	0	0	0	0	0	0	0	0
gene:ECOLIN_24805	0	0	0	0	0	0	0	0
gene:ECOLIN_24815	10236	11840	97	138	4056	7368	122	155
gene:ECOLIN_24820	6956	9109	80	95	2846	4161	71	100
gene:ECOLIN_24830	214	280	1	1	81	135	0	1
gene:ECOLIN_24835	19	30	2	2	27	29	4	21
gene:ECOLIN_24840	25	29	0	8	44	50	15	19
gene:ECOLIN_24845	209	456	4	7	754	301	14	28
gene:ECOLIN_24850	271	749	244	196	1017	1124	287	314
gene:ECOLIN_24860	0	0	0	0	0	0	0	0
gene:ECOLIN_24865	0	0	0	0	0	0	0	0
gene:ECOLIN_24875	4	11	7	3	7	3	7	1
gene:ECOLIN_24880	1	4	3	2	2	0	0	0
gene:ECOLIN_24885	8	8	9	12	10	12	11	9
gene:ECOLIN_24895	910	960	339	341	734	752	419	380
gene:ECOLIN_24900	16	12	10	16	14	12	11	6
gene:ECOLIN_24905	389	375	176	168	262	358	69	67
gene:ECOLIN_24910	8	7	68	35	5	9	13	19
gene:ECOLIN_24915	21	19	52	44	14	30	31	24
gene:ECOLIN_24920	163	174	127	95	183	156	112	118
gene:ECOLIN_24925	58	59	25	28	79	60	43	64
gene:ECOLIN_24930	7	5	21	24	0	6	10	5
gene:ECOLIN_24935	5	3	0	3	0	2	0	6
gene:ECOLIN_24940	11	11	37	18	9	15	14	10
gene:ECOLIN_24945	571	597	375	353	457	519	353	300
gene:ECOLIN_24955	57	44	66	66	48	39	42	37
gene:ECOLIN_24960	53	84	116	75	66	70	81	62
gene:ECOLIN_24970	5192	4923	2654	2259	5076	4890	2416	2019
gene:ECOLIN_24975	3997	3649	866	767	3629	3213	1140	981
gene:ECOLIN_24980	3327	2688	510	385	2522	2439	557	453
gene:ECOLIN_24985	685	616	128	124	715	623	157	144
gene:ECOLIN_24990	219	190	26	31	222	186	45	30
gene:ECOLIN_24995	193	167	57	54	220	133	34	58
gene:ECOLIN_25000	373	357	112	101	311	326	107	96
gene:ECOLIN_25010	34	43	63	43	25	33	24	25
gene:ECOLIN_25025	13	24	20	9	19	34	21	13
gene:ECOLIN_25030	35	74	61	41	43	47	47	53
gene:ECOLIN_25035	6	3	5	11	6	10	4	2
gene:ECOLIN_25040	63	69	89	73	70	80	68	48
gene:ECOLIN_25045	340	382	359	311	370	431	244	212
gene:ECOLIN_25050	87	97	85	81	110	118	75	49
gene:ECOLIN_25055	61	71	60	65	73	92	37	44
gene:ECOLIN_25060	1	0	2	0	0	0	1	0
gene:ECOLIN_25065	0	0	0	0	0	0	0	0
gene:ECOLIN_25070	0	0	0	0	0	0	0	0
gene:ECOLIN_25075	0	3	0	0	1	0	0	0
gene:ECOLIN_25085	57	40	2	14	77	65	10	13
gene:ECOLIN_25095	20	17	5	7	34	14	10	19
gene:ECOLIN_25105	37	15	47	43	14	33	16	23
gene:ECOLIN_25110	2593	2481	771	705	2000	2591	703	731
gene:ECOLIN_25115	980	972	1672	1458	966	954	820	771
gene:ECOLIN_25120	1638	1412	2424	2352	1204	1274	1274	1196
gene:ECOLIN_25125	706	573	929	837	675	611	584	472
gene:ECOLIN_25130	1146	1138	2537	1959	1584	1502	1801	1680
gene:ECOLIN_25135	1080	1077	3251	2789	1330	1293	2276	1858
gene:ECOLIN_25140	1890	1750	6265	4891	1605	2226	3630	2724
gene:ECOLIN_25145	27	17	30	45	12	28	19	14
gene:ECOLIN_25150	77	45	23	22	41	67	9	25
gene:ECOLIN_25155	892	1000	814	775	984	872	480	505
gene:ECOLIN_25160	11041	10046	54166	58593	5792	9362	22939	22794
gene:ECOLIN_25165	411	354	1443	1252	318	416	896	849
gene:ECOLIN_25170	291	213	254	216	223	255	142	131
gene:ECOLIN_25175	121	104	199	166	88	163	119	112
gene:ECOLIN_25180	37	28	3	8	34	32	14	9
gene:ECOLIN_25185	6	0	0	2	0	0	2	1
gene:ECOLIN_25190	0	0	0	0	0	0	0	0
gene:ECOLIN_25195	6	12	1	1	11	10	3	0
gene:ECOLIN_25205	75	90	40	67	50	80	48	53
gene:ECOLIN_25210	0	1	1	5	2	1	0	1
gene:ECOLIN_25220	0	0	1	0	0	0	0	0
gene:ECOLIN_25225	4	0	5	4	0	0	0	1
gene:ECOLIN_25230	0	0	1	1	1	0	0	2
gene:ECOLIN_25235	4	1	6	3	3	2	0	0
gene:ECOLIN_25245	1	0	7	2	5	4	10	10
gene:ECOLIN_25250	0	1	0	2	2	0	0	0
gene:ECOLIN_25260	13	4	3	6	10	8	0	3
gene:ECOLIN_25265	0	0	1	0	8	0	0	1
gene:ECOLIN_25270	0	1	0	2	0	0	0	0
gene:ECOLIN_25275	137	129	30	38	193	144	32	41
gene:ECOLIN_25280	1	1	1	0	5	5	1	1
gene:ECOLIN_25285	1	2	0	0	2	0	0	0
gene:ECOLIN_25290	12	6	2	3	10	1	2	4
gene:ECOLIN_25295	3	4	15	25	7	7	20	22
gene:ECOLIN_25300	7	4	13	20	6	5	6	11
gene:ECOLIN_25305	0	0	0	0	2	0	0	0
gene:ECOLIN_25310	2	2	2	2	4	0	0	1
gene:ECOLIN_25315	0	2	1	1	0	0	2	0
gene:ECOLIN_25320	0	0	0	1	0	0	0	0
gene:ECOLIN_25325	0	1	0	0	0	0	0	0
gene:ECOLIN_25330	0	0	0	0	0	0	0	0
gene:ECOLIN_25335	0	0	0	0	0	0	0	0
gene:ECOLIN_25340	1	0	3	0	1	0	0	0
gene:ECOLIN_25345	0	0	2	4	4	0	0	0
gene:ECOLIN_25350	0	0	0	0	0	0	2	0
gene:ECOLIN_25355	2	0	0	0	0	1	2	2
gene:ECOLIN_25360	2	4	0	4	0	1	1	3
gene:ECOLIN_25365	0	0	2	4	0	0	0	0
gene:ECOLIN_25370	0	0	0	0	0	0	0	0
gene:ECOLIN_25380	0	0	0	3	3	0	0	1
gene:ECOLIN_25385	0	0	0	1	0	0	0	0
gene:ECOLIN_25390	0	0	0	0	1	1	0	0
gene:ECOLIN_25395	17	44	3	3	16	16	4	1
gene:ECOLIN_25400	62	75	47	68	68	75	41	31
gene:ECOLIN_25405	0	0	0	0	1	0	0	0
gene:ECOLIN_25410	0	0	0	1	0	0	1	0
gene:ECOLIN_25415	0	0	4	2	2	0	4	1
gene:ECOLIN_25420	0	3	4	8	2	5	7	8
gene:ECOLIN_25425	0	1	2	0	0	3	3	1
gene:ECOLIN_25430	117	153	0	2	52	74	1	0
gene:ECOLIN_25440	2	2	0	1	5	5	0	6
gene:ECOLIN_25445	10	17	7	0	11	7	3	2
gene:ECOLIN_25450	8	4	4	3	14	4	12	11
gene:ECOLIN_25460	0	0	0	0	0	2	0	0
gene:ECOLIN_25465	0	2	2	0	2	0	0	0
gene:ECOLIN_25470	0	0	0	0	2	1	0	0
gene:ECOLIN_25475	0	0	0	0	0	0	1	0
gene:ECOLIN_25480	0	0	0	0	1	0	0	0
gene:ECOLIN_25485	0	0	0	0	0	0	0	0
gene:ECOLIN_25495	6	2	1	0	6	6	1	0
gene:ECOLIN_25500	2	1	3	6	12	7	2	2
gene:ECOLIN_25505	0	7	10	7	19	19	15	4
gene:ECOLIN_25510	4	2	2	2	4	0	2	2
gene:ECOLIN_25515	19	16	4	12	8	6	8	18
gene:ECOLIN_25520	3	2	3	3	1	0	0	5
gene:ECOLIN_25525	483	465	599	578	353	422	443	359
gene:ECOLIN_25530	169	171	155	134	162	235	154	106
