"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.998974957609354,0.908993714818521,-0.119965390184628,-5.85386635418464,-0.0246267755805327,"gcvR///gcvR///gcvR///gcvR","glycine cleavage system transcriptional repressor///glycine cleavage system transcriptional repressor///transcriptional repressor, regulatory protein accessory to GcvA///glycine cleavage system transcriptional repressor","b2479","","transcription, DNA-templated///transcription, DNA-templated","cytosol///cytosol","NC_004431.1 (2870643..2871215)///NC_002655.2 (3385835..3386407)///NC_000913.3 (2599906..2600478)///NC_002695.1 (3316001..3316573)"
0.998974957609354,0.909589711940878,0.119175286021917,-5.85396968844428,0.0445401108325534,"cysZ///cysZ///cysZ///ECs3285","sulfate transport protein CysZ///sulfate transport protein CysZ///sulfate transporter, sulfite inhibited///sulfate transport protein CysZ","b2413","high-affinity sulfate:proton symporter activity///high-affinity sulfate:proton symporter activity///sulfate transmembrane transporter activity","sulfate assimilation///sulfate assimilation///cysteine biosynthetic process///cysteine biosynthetic process///sulfate transmembrane transport","plasma membrane///integral component of plasma membrane///integral component of plasma membrane","NC_004431.1 (2812354..2813115)///NC_002655.2 (3325688..3326449)///NC_000913.3 (2531463..2532224)///NC_002695.1 (3255854..3256615)"
0.998974957609354,0.90979532490901,-0.118902728632409,-5.8540051775582,-0.0380593000158598,"dkgA///dkgA///dkgA///dkgA","2,5-diketo-D-gluconate reductase A///2,5-diketo-D-gluconate reductase A///2,5-diketo-D-gluconate reductase A///2,5-diketo-D-gluconic acid reductase A","b3012","alditol:NADP+ 1-oxidoreductase activity///alcohol dehydrogenase (NADP+) activity///alcohol dehydrogenase (NADP+) activity///oxidoreductase activity///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","methylglyoxal catabolic process///methylglyoxal catabolic process","cytosol///cytosol","NC_004431.1 (3578267..3579094)///NC_002655.2 (3964293..3965120)///NC_000913.3 (3156623..3157450)///NC_002695.1 (3896980..3897807)"
0.998974957609354,0.910185295546962,-0.11838581836395,-5.85407226144893,-0.0542346035228523,"yijO///yijO///yijO///ECs4883","transcriptional regulator YijO///AraC family transcriptional regulator///AraC family putative transcriptional activator///AraC family transcriptional regulator","b3954","","transcription, DNA-templated","","NC_004431.1 (4674479..4675330, complement)///NC_002655.2 (5023114..5023965, complement)///NC_000913.3 (4147466..4148317, complement)///NC_002695.1 (4954348..4955199, complement)"
0.998974957609354,0.910278782429927,-0.118261906088938,-5.85408829943307,-0.0187998668038194,"yhdH///yhdH///acuI///ECs4125","hypothetical protein///dehydrogenase///putative acryloyl-CoA reductase///acrylyl-CoA reductase AcuI","b3253","acryloyl-CoA reductase (NADP+) activity","","","NC_004431.1 (3826683..3827657)///NC_002655.2 (4205662..4206636)///NC_000913.3 (3403484..3404458)///NC_002695.1 (4138444..4139418)"
0.998974957609354,0.910703470478469,0.11769903005841,-5.85416094234539,0.0274459453738825,"ydhP///Z2679///ydhP///ECs2366","transport protein YdhP///transporter///putative MFS transporter, inner membrane protein///transporter","b1657","","","plasma membrane","NC_004431.1 (1892259..1893428, complement)///NC_002655.2 (2411026..2412195, complement)///NC_000913.3 (1736121..1737290, complement)///NC_002695.1 (2335832..2337001, complement)"
0.998974957609354,0.911387903587924,0.116791984461321,-5.85427727755829,0.0205200001323966,"rne///rne///rne///rne","ribonuclease E///ribonuclease E///endoribonuclease; RNA-binding protein;RNA degradosome binding protein///ribonuclease E","c1353","magnesium ion binding///RNA binding///protein binding///7S RNA binding///ribonuclease E activity///DEAD/H-box RNA helicase binding///identical protein binding","rRNA 5'-end processing///rRNA processing///RNA catabolic process///mRNA catabolic process///tRNA processing///protein homotetramerization///regulation of RNA helicase activity","","NC_004431.1 (1284682..1287867, complement)///NC_002655.2 (1585374..1588559, complement)///NC_000913.3 (1141182..1144367, complement)///NC_002695.1 (1500288..1503473, complement)"
0.998974957609354,0.911418900039414,0.116750909095646,-5.85428252459279,0.0372455567641499,"rtcB///rtcB///rtcB///ECs4264","protein rtcB///hypothetical protein///RNA-splicing ligase///hypothetical protein","b3421","DNA ligase activity///DNA ligase activity///RNA ligase activity///RNA ligase activity///manganese ion binding///manganese ion binding","DNA repair///DNA repair///RNA processing///cellular response to DNA damage stimulus///RNA repair///RNA repair///RNA repair","","NC_004431.1 (3983477..3984766, complement)///NC_002655.2 (4337023..4338249, complement)///NC_000913.3 (3556853..3558079, complement)///NC_002695.1 (4269801..4271027, complement)"
0.998974957609354,0.911819890163462,-0.116219552700172,-5.85435023549092,-0.0444997617759011,"ycfL///ycfL///ycfL///ECs1482","hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein","b1104","","cellular response to DNA damage stimulus","","NC_004431.1 (1305748..1306125)///NC_002655.2 (1606449..1606826)///NC_000913.3 (1162247..1162624)///NC_002695.1 (1521354..1521731)"
0.998974957609354,0.911831362898663,0.116204350628105,-5.85435216817596,0.0259483234431812,"yaiY///Z0475///yaiY///ECs0429","hypothetical protein///hypothetical protein///DUF2755 family inner membrane protein///hypothetical protein","b0379","","","plasma membrane","NC_004431.1 (473070..473378, complement)///NC_002655.2 (458806..459114, complement)///NC_000913.3 (399025..399333, complement)///NC_002695.1 (458804..459112, complement)"
0.998974957609354,0.912103608402532,0.115843618129936,-5.8543979554151,0.0305589359311309,"rplF///rplF///rplF///rplF","50S ribosomal protein L6///50S ribosomal protein L6///50S ribosomal subunit protein L6///50S ribosomal protein L6","b3305","structural constituent of ribosome///structural constituent of ribosome///large ribosomal subunit rRNA binding","ribosomal large subunit assembly///ribosomal large subunit assembly///cytoplasmic translation","cytosol///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (3876983..3877516, complement)///NC_002655.2 (4247841..4248374, complement)///NC_000913.3 (3445607..3446140, complement)///NC_002695.1 (4180619..4181152, complement)"
0.998974957609354,0.91220192562865,0.115713349609617,-5.85441445541166,0.144979942702841,"proV","glycine betaine transporter ATP-binding subunit","c3230","osmosensor activity///amine transmembrane transporter activity///protein binding///ATP binding","hyperosmotic response///hyperosmotic response///glycine betaine transport///glycine betaine transport","ATP-binding cassette (ABC) transporter complex","NC_004431.1 (3085355..3086557)"
0.998974957609354,0.912668295034257,-0.115095450453501,-5.85449246791746,-0.0467935885992414,"trkH///trkH///trkH///ECs4777","potassium transporter///potassium transporter///potassium transporter///potassium transporter","b3849","potassium channel activity///potassium ion transmembrane transporter activity///potassium ion binding","potassium ion transport///potassium ion transmembrane transport","plasma membrane///integral component of plasma membrane///integral component of plasma membrane","NC_004431.1 (4558808..4560259)///NC_002655.2 (4898029..4899480)///NC_000913.3 (4033145..4034596)///NC_002695.1 (4829265..4830716)"
0.998974957609354,0.912780173637771,0.114947228751265,-5.85451111978813,0.0380299632183601,"ilvE///ilvE///ilvE///ECs4704","branched-chain amino acid aminotransferase///branched-chain amino acid aminotransferase///branched-chain amino acid aminotransferase///branched-chain amino acid aminotransferase","b3770","branched-chain-amino-acid transaminase activity///branched-chain-amino-acid transaminase activity///identical protein binding","aspartate biosynthetic process///leucine biosynthetic process///valine biosynthetic process","cytosol///cytosol","NC_004431.1 (4453524..4454453)///NC_002655.2 (4814911..4815840)///NC_000913.3 (3952484..3953413)///NC_002695.1 (4745930..4746859)"
0.998974957609354,0.913118513049776,-0.114499000042728,-5.85456737838703,-0.0211837955023135,"ybeD///ybeD///ybeD///ECs0669","hypothetical protein///hypothetical protein///UPF0250 family protein///hypothetical protein","b0631","protein binding","","cytosol///cytosol","NC_004431.1 (702369..702632, complement)///NC_002655.2 (743517..743780, complement)///NC_000913.3 (662379..662642, complement)///NC_002695.1 (743736..743999, complement)"
0.998974957609354,0.913156601689696,-0.114448542303386,-5.85457369780703,-0.0172606901076637,"cpsG///manB///cpsG///manB///cpsG///ECs2835///ECs2853","phosphomannomutase///phosphomannomutase///phosphomannomutase///phosphomannomutase///phosphomannomutase///phosphomannomutase///phosphomannomutase","c2557","phosphomannomutase activity","GDP-mannose biosynthetic process","","NC_004431.1 (2409057..2410475, complement)///NC_004431.1 (2389574..2390944, complement)///NC_002655.2 (2867107..2868477, complement)///NC_002655.2 (2845674..2847044, complement)///NC_000913.3 (2121609..2122979, complement)///NC_002695.1 (2775460..2776830, complement)///NC_002695.1 (2796893..2798263, complement)"
0.998974957609354,0.913397665276413,-0.114129202523035,-5.85461362825665,-0.0668647431438298,"ghoT///c5136///Z5731","toxin of GhoTS toxin-antitoxin pair; membrane-lytic protein; stimulator of persister cell formation///hypothetical protein///hypothetical protein","Z5731","","cell death","membrane///cell pole","NC_000913.3 (4352908..4353081)///NC_004431.1 (4909805..4909978)///NC_002655.2 (5237343..5237516)"
0.998974957609354,0.830279202543046,-0.225335803064082,-5.83404245261409,-0.159870120867993,"tff///rpsB","ncRNA///30S ribosomal protein S2","b4414","structural constituent of ribosome///structural constituent of ribosome///protein binding///zinc ion binding","ribosomal small subunit assembly","cytosolic small ribosomal subunit///cytosolic small ribosomal subunit","NC_000913.3 (189712..189847)///NC_004431.1 (200172..200897)"
0.998974957609354,0.91410419171292,-0.113193338151374,-5.85473001016004,-0.0466591627856054,"cbrB","PRK09823 family inner membrane protein, creBC regulon","b3716","","","plasma membrane","NC_000913.3 (3897506..3897973)"
0.998974957609354,0.914812433200212,0.112255320288639,-5.85484570335561,0.0241340291124104,"pncB///pncB///pncB///ECs1014","nicotinate phosphoribosyltransferase///nicotinate phosphoribosyltransferase///nicotinate phosphoribosyltransferase///nicotinate phosphoribosyltransferase","b0931","nicotinate phosphoribosyltransferase activity///nicotinate phosphoribosyltransferase activity///ligase activity, forming carbon-nitrogen bonds","response to heat///NAD biosynthetic process///NAD biosynthetic process///NAD salvage","cytosol///cytosol","NC_004431.1 (1039942..1041192, complement)///NC_002655.2 (1207848..1209050, complement)///NC_000913.3 (989154..990356, complement)///NC_002695.1 (1118625..1119827, complement)"
0.998974957609354,0.915165475353505,0.111787783787005,-5.85490301070605,0.072953289914599,"wbbI","d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase","b2034","lipopolysaccharide-1,6-galactosyltransferase activity","","","NC_000913.3 (2105065..2106057, complement)"
0.998974957609354,0.91557847872373,-0.111240877031608,-5.85496974473602,-0.0224323789912599,"ygjI///ygjI///ygjI///ECs3960","transporter YgjI///oxidoreductase///putative transporter///oxidoreductase","b3078","","","plasma membrane","NC_004431.1 (3666829..3668262)///NC_002655.2 (4033080..4034513)///NC_000913.3 (3226234..3227667)///NC_002695.1 (3965765..3967198)"
0.998974957609354,0.915745523513976,0.111019684454364,-5.85499664236595,0.0381999903835393,"hyaD///hyaD///hyaD///ECs1131","hydrogenase 1 maturation protease///hydrogenase 1 maturation protease///hydrogenase 1 maturation protease///hydrogenase 1 maturation protease","b0975","endopeptidase activity///protein binding","cellular protein modification process///protein processing///protein processing","","NC_004431.1 (1079559..1080146)///NC_002655.2 (1299707..1300294)///NC_000913.3 (1035770..1036357)///NC_002695.1 (1214890..1215477)"
0.998974957609354,0.915822925950682,0.110917194106728,-5.85500908741811,0.0293518467449463,"yfdS","CPS-53 (KpLE1) prophage; uncharacterized protein","b2362","","response to oxidative stress","","NC_000913.3 (2475511..2475873)"
0.998974957609354,0.915849136578545,0.110882488325211,-5.85501329903049,0.0233702928482131,"bfr///bfr","bacterioferritin///bacterioferritin, iron storage and detoxification protein","b3336","ferroxidase activity///iron ion binding///protein binding///oxidoreductase activity///heme binding///identical protein binding///identical protein binding","intracellular sequestering of iron ion","cytosol///membrane","NC_004431.1 (3897628..3898104, complement)///NC_000913.3 (3466249..3466725, complement)"
0.998974957609354,0.916260932099139,-0.110337246143939,-5.8550792930697,-0.019433535776793,"citE///citE///citE///ECs0655","citrate lyase subunit beta///citrate lyase subunit beta///citrate lyase, citryl-ACP lyase (beta) subunit///citrate lyase subunit beta","b0616","magnesium ion binding","oxaloacetate metabolic process","","NC_004431.1 (690174..691097, complement)///NC_002655.2 (730718..731641, complement)///NC_000913.3 (649582..650490, complement)///NC_002695.1 (730936..731844, complement)"
